Date,State,TotalSamples,Negative,Positive,Sno,Population,Rural population,Urban population,Area,Density,Gender Ratio,density_Group
02-05-2020,Mizoram,183,,2.0,27,1097206,525435,571771,"21,081 km2 (8,139 sq mi)",52/km2 (130/sq mi),976,Dense1
03-05-2020,Mizoram,183,,2.0,27,1097206,525435,571771,"21,081 km2 (8,139 sq mi)",52/km2 (130/sq mi),976,Dense1
04-05-2020,Mizoram,183,,2.0,27,1097206,525435,571771,"21,081 km2 (8,139 sq mi)",52/km2 (130/sq mi),976,Dense1
06-04-2020,Nagaland,60,47.0,1.0,24,1978502,1407536,570966,"16,579 km2 (6,401 sq mi)",119/km2 (310/sq mi),931,Dense1
10-04-2020,Nagaland,70,69.0,1.0,24,1978502,1407536,570966,"16,579 km2 (6,401 sq mi)",119/km2 (310/sq mi),931,Dense1
11-04-2020,Nagaland,70,70.0,1.0,24,1978502,1407536,570966,"16,579 km2 (6,401 sq mi)",119/km2 (310/sq mi),931,Dense1
12-04-2020,Nagaland,74,70.0,1.0,24,1978502,1407536,570966,"16,579 km2 (6,401 sq mi)",119/km2 (310/sq mi),931,Dense1
14-04-2020,Nagaland,174,97.0,1.0,24,1978502,1407536,570966,"16,579 km2 (6,401 sq mi)",119/km2 (310/sq mi),931,Dense1
15-04-2020,Nagaland,184,174.0,1.0,24,1978502,1407536,570966,"16,579 km2 (6,401 sq mi)",119/km2 (310/sq mi),931,Dense1
17-04-2020,Nagaland,274,222.0,1.0,24,1978502,1407536,570966,"16,579 km2 (6,401 sq mi)",119/km2 (310/sq mi),931,Dense1
18-04-2020,Nagaland,392,292.0,1.0,24,1978502,1407536,570966,"16,579 km2 (6,401 sq mi)",119/km2 (310/sq mi),931,Dense1
19-04-2020,Nagaland,404,345.0,1.0,24,1978502,1407536,570966,"16,579 km2 (6,401 sq mi)",119/km2 (310/sq mi),931,Dense1
20-04-2020,Nagaland,434,404.0,1.0,24,1978502,1407536,570966,"16,579 km2 (6,401 sq mi)",119/km2 (310/sq mi),931,Dense1
21-04-2020,Nagaland,537,456.0,1.0,24,1978502,1407536,570966,"16,579 km2 (6,401 sq mi)",119/km2 (310/sq mi),931,Dense1
22-04-2020,Nagaland,543,481.0,1.0,24,1978502,1407536,570966,"16,579 km2 (6,401 sq mi)",119/km2 (310/sq mi),931,Dense1
23-04-2020,Nagaland,607,543.0,1.0,24,1978502,1407536,570966,"16,579 km2 (6,401 sq mi)",119/km2 (310/sq mi),931,Dense1
25-04-2020,Nagaland,613,607.0,1.0,24,1978502,1407536,570966,"16,579 km2 (6,401 sq mi)",119/km2 (310/sq mi),931,Dense1
26-04-2020,Nagaland,613,613.0,1.0,24,1978502,1407536,570966,"16,579 km2 (6,401 sq mi)",119/km2 (310/sq mi),931,Dense1
27-04-2020,Nagaland,629,613.0,1.0,24,1978502,1407536,570966,"16,579 km2 (6,401 sq mi)",119/km2 (310/sq mi),931,Dense1
28-04-2020,Nagaland,639,620.0,1.0,24,1978502,1407536,570966,"16,579 km2 (6,401 sq mi)",119/km2 (310/sq mi),931,Dense1
29-04-2020,Nagaland,644,631.0,1.0,24,1978502,1407536,570966,"16,579 km2 (6,401 sq mi)",119/km2 (310/sq mi),931,Dense1
30-04-2020,Nagaland,653,640.0,1.0,24,1978502,1407536,570966,"16,579 km2 (6,401 sq mi)",119/km2 (310/sq mi),931,Dense1
01-05-2020,Nagaland,664,650.0,1.0,24,1978502,1407536,570966,"16,579 km2 (6,401 sq mi)",119/km2 (310/sq mi),931,Dense1
02-05-2020,Nagaland,674,661.0,1.0,24,1978502,1407536,570966,"16,579 km2 (6,401 sq mi)",119/km2 (310/sq mi),931,Dense1
03-05-2020,Nagaland,684,663.0,1.0,24,1978502,1407536,570966,"16,579 km2 (6,401 sq mi)",119/km2 (310/sq mi),931,Dense1
04-05-2020,Nagaland,708,679.0,1.0,24,1978502,1407536,570966,"16,579 km2 (6,401 sq mi)",119/km2 (310/sq mi),931,Dense1
03-04-2020,Odisha,1395,1108.0,21.0,11,41974218,34970562,7003656,"155,707 km2 (60,119 sq mi)",269/km2 (700/sq mi),979,Dense1
07-04-2020,Odisha,2190,,41.0,11,41974218,34970562,7003656,"155,707 km2 (60,119 sq mi)",269/km2 (700/sq mi),979,Dense1
07-04-2020,Odisha,2441,,43.0,11,41974218,34970562,7003656,"155,707 km2 (60,119 sq mi)",269/km2 (700/sq mi),979,Dense1
08-04-2020,Odisha,2441,2399.0,43.0,11,41974218,34970562,7003656,"155,707 km2 (60,119 sq mi)",269/km2 (700/sq mi),979,Dense1
09-04-2020,Odisha,3249,3201.0,49.0,11,41974218,34970562,7003656,"155,707 km2 (60,119 sq mi)",269/km2 (700/sq mi),979,Dense1
10-04-2020,Odisha,3547,3497.0,51.0,11,41974218,34970562,7003656,"155,707 km2 (60,119 sq mi)",269/km2 (700/sq mi),979,Dense1
11-04-2020,Odisha,3551,3497.0,52.0,11,41974218,34970562,7003656,"155,707 km2 (60,119 sq mi)",269/km2 (700/sq mi),979,Dense1
12-04-2020,Odisha,3862,3808.0,55.0,11,41974218,34970562,7003656,"155,707 km2 (60,119 sq mi)",269/km2 (700/sq mi),979,Dense1
13-04-2020,Odisha,4170,4116.0,55.0,11,41974218,34970562,7003656,"155,707 km2 (60,119 sq mi)",269/km2 (700/sq mi),979,Dense1
14-04-2020,Odisha,4734,4678.0,57.0,11,41974218,34970562,7003656,"155,707 km2 (60,119 sq mi)",269/km2 (700/sq mi),979,Dense1
15-04-2020,Odisha,5537,5477.0,61.0,11,41974218,34970562,7003656,"155,707 km2 (60,119 sq mi)",269/km2 (700/sq mi),979,Dense1
16-04-2020,Odisha,6734,6674.0,61.0,11,41974218,34970562,7003656,"155,707 km2 (60,119 sq mi)",269/km2 (700/sq mi),979,Dense1
17-04-2020,Odisha,7577,7517.0,61.0,11,41974218,34970562,7003656,"155,707 km2 (60,119 sq mi)",269/km2 (700/sq mi),979,Dense1
18-04-2020,Odisha,8619,8559.0,61.0,11,41974218,34970562,7003656,"155,707 km2 (60,119 sq mi)",269/km2 (700/sq mi),979,Dense1
19-04-2020,Odisha,9690,9629.0,62.0,11,41974218,34970562,7003656,"155,707 km2 (60,119 sq mi)",269/km2 (700/sq mi),979,Dense1
20-04-2020,Odisha,10641,,69.0,11,41974218,34970562,7003656,"155,707 km2 (60,119 sq mi)",269/km2 (700/sq mi),979,Dense1
21-04-2020,Odisha,11748,,80.0,11,41974218,34970562,7003656,"155,707 km2 (60,119 sq mi)",269/km2 (700/sq mi),979,Dense1
22-04-2020,Odisha,13775,,84.0,11,41974218,34970562,7003656,"155,707 km2 (60,119 sq mi)",269/km2 (700/sq mi),979,Dense1
23-04-2020,Odisha,15984,,90.0,11,41974218,34970562,7003656,"155,707 km2 (60,119 sq mi)",269/km2 (700/sq mi),979,Dense1
24-04-2020,Odisha,18458,,95.0,11,41974218,34970562,7003656,"155,707 km2 (60,119 sq mi)",269/km2 (700/sq mi),979,Dense1
25-04-2020,Odisha,20599,,95.0,11,41974218,34970562,7003656,"155,707 km2 (60,119 sq mi)",269/km2 (700/sq mi),979,Dense1
26-04-2020,Odisha,22816,,104.0,11,41974218,34970562,7003656,"155,707 km2 (60,119 sq mi)",269/km2 (700/sq mi),979,Dense1
27-04-2020,Odisha,25103,,112.0,11,41974218,34970562,7003656,"155,707 km2 (60,119 sq mi)",269/km2 (700/sq mi),979,Dense1
28-04-2020,Odisha,26687,,119.0,11,41974218,34970562,7003656,"155,707 km2 (60,119 sq mi)",269/km2 (700/sq mi),979,Dense1
29-04-2020,Odisha,29108,,123.0,11,41974218,34970562,7003656,"155,707 km2 (60,119 sq mi)",269/km2 (700/sq mi),979,Dense1
30-04-2020,Odisha,31696,,143.0,11,41974218,34970562,7003656,"155,707 km2 (60,119 sq mi)",269/km2 (700/sq mi),979,Dense1
01-05-2020,Odisha,34133,,150.0,11,41974218,34970562,7003656,"155,707 km2 (60,119 sq mi)",269/km2 (700/sq mi),979,Dense1
02-05-2020,Odisha,36593,,158.0,11,41974218,34970562,7003656,"155,707 km2 (60,119 sq mi)",269/km2 (700/sq mi),979,Dense1
03-05-2020,Odisha,38658,,163.0,11,41974218,34970562,7003656,"155,707 km2 (60,119 sq mi)",269/km2 (700/sq mi),979,Dense1
04-05-2020,Odisha,41128,,170.0,11,41974218,34970562,7003656,"155,707 km2 (60,119 sq mi)",269/km2 (700/sq mi),979,Dense1
05-05-2020,Odisha,44663,,171.0,11,41974218,34970562,7003656,"155,707 km2 (60,119 sq mi)",269/km2 (700/sq mi),979,Dense1
18-04-2020,Puducherry,1207,1159.0,8.0,31,1247953,395200,852753,479 km2 (185 sq mi),"2,598/km2 (6,730/sq mi)",1037,Dense4
19-04-2020,Puducherry,1245,1214.0,8.0,31,1247953,395200,852753,479 km2 (185 sq mi),"2,598/km2 (6,730/sq mi)",1037,Dense4
20-04-2020,Puducherry,1272,1232.0,8.0,31,1247953,395200,852753,479 km2 (185 sq mi),"2,598/km2 (6,730/sq mi)",1037,Dense4
21-04-2020,Puducherry,1319,1272.0,8.0,31,1247953,395200,852753,479 km2 (185 sq mi),"2,598/km2 (6,730/sq mi)",1037,Dense4
22-04-2020,Puducherry,1473,1354.0,8.0,31,1247953,395200,852753,479 km2 (185 sq mi),"2,598/km2 (6,730/sq mi)",1037,Dense4
23-04-2020,Puducherry,1548,1513.0,8.0,31,1247953,395200,852753,479 km2 (185 sq mi),"2,598/km2 (6,730/sq mi)",1037,Dense4
24-04-2020,Puducherry,1704,1657.0,8.0,31,1247953,395200,852753,479 km2 (185 sq mi),"2,598/km2 (6,730/sq mi)",1037,Dense4
25-04-2020,Puducherry,1864,1793.0,9.0,31,1247953,395200,852753,479 km2 (185 sq mi),"2,598/km2 (6,730/sq mi)",1037,Dense4
26-04-2020,Puducherry,1977,1902.0,9.0,31,1247953,395200,852753,479 km2 (185 sq mi),"2,598/km2 (6,730/sq mi)",1037,Dense4
27-04-2020,Puducherry,2014,1942.0,9.0,31,1247953,395200,852753,479 km2 (185 sq mi),"2,598/km2 (6,730/sq mi)",1037,Dense4
28-04-2020,Puducherry,2156,2099.0,9.0,31,1247953,395200,852753,479 km2 (185 sq mi),"2,598/km2 (6,730/sq mi)",1037,Dense4
29-04-2020,Puducherry,2228,2150.0,9.0,31,1247953,395200,852753,479 km2 (185 sq mi),"2,598/km2 (6,730/sq mi)",1037,Dense4
30-04-2020,Puducherry,2353,2292.0,9.0,31,1247953,395200,852753,479 km2 (185 sq mi),"2,598/km2 (6,730/sq mi)",1037,Dense4
01-05-2020,Puducherry,2698,2583.0,10.0,31,1247953,395200,852753,479 km2 (185 sq mi),"2,598/km2 (6,730/sq mi)",1037,Dense4
02-05-2020,Puducherry,2990,2902.0,13.0,31,1247953,395200,852753,479 km2 (185 sq mi),"2,598/km2 (6,730/sq mi)",1037,Dense4
03-05-2020,Puducherry,3155,3097.0,13.0,31,1247953,395200,852753,479 km2 (185 sq mi),"2,598/km2 (6,730/sq mi)",1037,Dense4
04-05-2020,Puducherry,3281,3220.0,13.0,31,1247953,395200,852753,479 km2 (185 sq mi),"2,598/km2 (6,730/sq mi)",1037,Dense4
02-04-2020,Punjab,1434,1236.0,38.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
08-04-2020,Punjab,2937,2614.0,107.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
09-04-2020,Punjab,3192,2777.0,131.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
10-04-2020,Punjab,3461,2972.0,152.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
11-04-2020,Punjab,3909,3249.0,159.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
12-04-2020,Punjab,4281,3590.0,171.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
13-04-2020,Punjab,4480,3858.0,177.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
14-04-2020,Punjab,4844,4047.0,185.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
15-04-2020,Punjab,5193,4404.0,187.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
16-04-2020,Punjab,5524,4727.0,198.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
17-04-2020,Punjab,5988,5113.0,212.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
18-04-2020,Punjab,6167,5354.0,235.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
19-04-2020,Punjab,6607,5949.0,245.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
20-04-2020,Punjab,6797,6273.0,246.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
21-04-2020,Punjab,7355,6769.0,252.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
22-04-2020,Punjab,7887,7100.0,258.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
23-04-2020,Punjab,8757,7433.0,284.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
24-04-2020,Punjab,10611,8310.0,299.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
25-04-2020,Punjab,13270,9392.0,309.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
26-04-2020,Punjab,14317,10497.0,323.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
27-04-2020,Punjab,15516,12333.0,331.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
28-04-2020,Punjab,17021,13966.0,343.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
29-04-2020,Punjab,18670,15690.0,376.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
30-04-2020,Punjab,21205,17286.0,481.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
01-05-2020,Punjab,23176,18222.0,586.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
02-05-2020,Punjab,24868,19316.0,773.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
03-05-2020,Punjab,26439,20197.0,1103.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
04-05-2020,Punjab,28545,21295.0,1233.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
05-05-2020,Punjab,30199,23352.0,1452.0,16,27743338,17344192,10399146,"50,362 km2 (19,445 sq mi)","550/km2 (1,400/sq mi)",895,Dense2
05-04-2020,Rajasthan,12279,11439.0,261.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
07-04-2020,Rajasthan,17638,16401.0,364.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
08-04-2020,Rajasthan,17638,16401.0,364.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
09-04-2020,Rajasthan,19107,17851.0,464.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
10-04-2020,Rajasthan,22349,20698.0,562.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
11-04-2020,Rajasthan,24857,22583.0,679.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
12-04-2020,Rajasthan,28505,25105.0,797.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
13-04-2020,Rajasthan,31804,28657.0,848.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
14-04-2020,Rajasthan,34928,29376.0,1006.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
15-04-2020,Rajasthan,37860,31902.0,1077.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
16-04-2020,Rajasthan,40778,33739.0,1102.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
17-04-2020,Rajasthan,42847,36153.0,1230.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
18-04-2020,Rajasthan,47197,39092.0,1283.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
19-04-2020,Rajasthan,51614,43537.0,1479.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
20-04-2020,Rajasthan,57290,47657.0,1577.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
21-04-2020,Rajasthan,61492,54100.0,1736.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
22-04-2020,Rajasthan,66257,58552.0,1889.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
23-04-2020,Rajasthan,69764,63485.0,1965.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
24-04-2020,Rajasthan,74484,68133.0,2035.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
25-04-2020,Rajasthan,78993,71806.0,2084.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
26-04-2020,Rajasthan,82942,75670.0,2186.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
27-04-2020,Rajasthan,87777,80830.0,2263.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
28-04-2020,Rajasthan,92506,85834.0,2365.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
29-04-2020,Rajasthan,97790,90108.0,2439.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
30-04-2020,Rajasthan,103704,,2585.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
01-05-2020,Rajasthan,108543,100277.0,2667.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
02-05-2020,Rajasthan,113934,104705.0,2721.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
03-05-2020,Rajasthan,120240,112345.0,2887.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
04-05-2020,Rajasthan,129258,122513.0,3062.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
05-05-2020,Rajasthan,134987,128297.0,3128.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
04-05-2020,Sikkim,170,169.0,1.0,28,610577,456999,153578,"7,096 km2 (2,740 sq mi)",86/km2 (220/sq mi),890,Dense1
03-04-2020,Tamil Nadu,3684,2789.0,412.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
08-04-2020,Tamil Nadu,5305,4414.0,691.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
09-04-2020,Tamil Nadu,7267,5824.0,835.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
10-04-2020,Tamil Nadu,8410,6838.0,912.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
11-04-2020,Tamil Nadu,9842,7779.0,970.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
12-04-2020,Tamil Nadu,10655,,1076.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
13-04-2020,Tamil Nadu,12746,,1174.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
14-04-2020,Tamil Nadu,19255,13234.0,1205.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
15-04-2020,Tamil Nadu,21994,15210.0,1243.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
16-04-2020,Tamil Nadu,26005,18743.0,1268.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
17-04-2020,Tamil Nadu,29673,21628.0,1324.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
18-04-2020,Tamil Nadu,35036,27192.0,1373.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
19-04-2020,Tamil Nadu,40876,31853.0,1478.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
20-04-2020,Tamil Nadu,46985,38082.0,1521.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
21-04-2020,Tamil Nadu,53045,43582.0,1597.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
22-04-2020,Tamil Nadu,59023,49506.0,1630.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
23-04-2020,Tamil Nadu,65977,56836.0,1684.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
24-04-2020,Tamil Nadu,72403,62596.0,1756.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
25-04-2020,Tamil Nadu,80110,69390.0,1822.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
26-04-2020,Tamil Nadu,87605,77133.0,1886.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
27-04-2020,Tamil Nadu,94781,83021.0,1938.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
28-04-2020,Tamil Nadu,101874,97908.0,2059.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
29-04-2020,Tamil Nadu,109961,105864.0,2163.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
30-04-2020,Tamil Nadu,119748,115761.0,2324.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
01-05-2020,Tamil Nadu,129363,124852.0,2527.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
02-05-2020,Tamil Nadu,139490,135698.0,2758.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
03-05-2020,Tamil Nadu,150107,145520.0,3024.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
04-05-2020,Tamil Nadu,162970,158558.0,3551.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
11-04-2020,Tripura,337,335.0,3.0,21,3673917,2712464,961453,"10,486 km2 (4,049 sq mi)",350/km2 (910/sq mi),960,Dense2
15-04-2020,Tripura,738,,3.0,21,3673917,2712464,961453,"10,486 km2 (4,049 sq mi)",350/km2 (910/sq mi),960,Dense2
16-04-2020,Tripura,762,760.0,3.0,21,3673917,2712464,961453,"10,486 km2 (4,049 sq mi)",350/km2 (910/sq mi),960,Dense2
21-04-2020,Tripura,2604,2602.0,3.0,21,3673917,2712464,961453,"10,486 km2 (4,049 sq mi)",350/km2 (910/sq mi),960,Dense2
22-04-2020,Tripura,3215,3123.0,3.0,21,3673917,2712464,961453,"10,486 km2 (4,049 sq mi)",350/km2 (910/sq mi),960,Dense2
01-05-2020,Tripura,4828,4825.0,4.0,21,3673917,2712464,961453,"10,486 km2 (4,049 sq mi)",350/km2 (910/sq mi),960,Dense2
02-05-2020,Tripura,4955,4950.0,6.0,21,3673917,2712464,961453,"10,486 km2 (4,049 sq mi)",350/km2 (910/sq mi),960,Dense2
03-05-2020,Tripura,5162,5157.0,6.0,21,3673917,2712464,961453,"10,486 km2 (4,049 sq mi)",350/km2 (910/sq mi),960,Dense2
04-05-2020,Tripura,5394,5377.0,18.0,21,3673917,2712464,961453,"10,486 km2 (4,049 sq mi)",350/km2 (910/sq mi),960,Dense2
05-04-2020,Uttar Pradesh,5255,4796.0,279.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
05-04-2020,Uttar Pradesh,5255,4796.0,279.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
09-04-2020,Uttar Pradesh,8402,7898.0,411.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
10-04-2020,Uttar Pradesh,9332,8798.0,434.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
11-04-2020,Uttar Pradesh,10595,10012.0,453.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
12-04-2020,Uttar Pradesh,11855,11250.0,484.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
