Date,State,TotalSamples,Negative,Positive,Sno,Population,Rural population,Urban population,Area,Density,Gender Ratio,density_Group
02-05-2020,Jharkhand,12393,12278.0,116.0,14,32988134,25055073,7933061,"79,714 km2 (30,778 sq mi)","414/km2 (1,070/sq mi)",948,Dense2
03-05-2020,Jharkhand,13055,12940.0,116.0,14,32988134,25055073,7933061,"79,714 km2 (30,778 sq mi)","414/km2 (1,070/sq mi)",948,Dense2
04-05-2020,Jharkhand,13832,13717.0,116.0,14,32988134,25055073,7933061,"79,714 km2 (30,778 sq mi)","414/km2 (1,070/sq mi)",948,Dense2
03-04-2020,Karnataka,4587,4281.0,129.0,8,61095297,37469335,23625962,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973,Dense2
07-04-2020,Karnataka,6580,5942.0,176.0,8,61095297,37469335,23625962,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973,Dense2
08-04-2020,Karnataka,6967,6473.0,182.0,8,61095297,37469335,23625962,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973,Dense2
09-04-2020,Karnataka,7613,7176.0,198.0,8,61095297,37469335,23625962,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973,Dense2
10-04-2020,Karnataka,7975,7673.0,208.0,8,61095297,37469335,23625962,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973,Dense2
11-04-2020,Karnataka,8560,8231.0,216.0,8,61095297,37469335,23625962,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973,Dense2
12-04-2020,Karnataka,9251,8831.0,233.0,8,61095297,37469335,23625962,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973,Dense2
13-04-2020,Karnataka,10017,9572.0,248.0,8,61095297,37469335,23625962,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973,Dense2
14-04-2020,Karnataka,11107,10554.0,261.0,8,61095297,37469335,23625962,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973,Dense2
15-04-2020,Karnataka,12483,11905.0,280.0,8,61095297,37469335,23625962,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973,Dense2
16-04-2020,Karnataka,13724,13074.0,316.0,8,61095297,37469335,23625962,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973,Dense2
17-04-2020,Karnataka,17594,14606.0,360.0,8,61095297,37469335,23625962,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973,Dense2
18-04-2020,Karnataka,19186,15658.0,385.0,8,61095297,37469335,23625962,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973,Dense2
19-04-2020,Karnataka,21367,17662.0,391.0,8,61095297,37469335,23625962,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973,Dense2
20-04-2020,Karnataka,23460,19497.0,409.0,8,61095297,37469335,23625962,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973,Dense2
21-04-2020,Karnataka,26233,22222.0,419.0,8,61095297,37469335,23625962,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973,Dense2
22-04-2020,Karnataka,29512,25424.0,428.0,8,61095297,37469335,23625962,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973,Dense2
23-04-2020,Karnataka,32122,28174.0,446.0,8,61095297,37469335,23625962,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973,Dense2
24-04-2020,Karnataka,35958,31914.0,475.0,8,61095297,37469335,23625962,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973,Dense2
25-04-2020,Karnataka,39083,34888.0,501.0,8,61095297,37469335,23625962,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973,Dense2
26-04-2020,Karnataka,42964,38207.0,504.0,8,61095297,37469335,23625962,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973,Dense2
27-04-2020,Karnataka,45685,43791.0,513.0,8,61095297,37469335,23625962,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973,Dense2
28-04-2020,Karnataka,50512,48508.0,524.0,8,61095297,37469335,23625962,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973,Dense2
29-04-2020,Karnataka,55404,53241.0,536.0,8,61095297,37469335,23625962,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973,Dense2
30-04-2020,Karnataka,60156,57548.0,566.0,8,61095297,37469335,23625962,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973,Dense2
01-05-2020,Karnataka,64898,61855.0,590.0,8,61095297,37469335,23625962,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973,Dense2
02-05-2020,Karnataka,69730,66475.0,602.0,8,61095297,37469335,23625962,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973,Dense2
03-05-2020,Karnataka,74898,70998.0,615.0,8,61095297,37469335,23625962,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973,Dense2
04-05-2020,Karnataka,79193,74664.0,652.0,8,61095297,37469335,23625962,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973,Dense2
05-05-2020,Karnataka,83806,78860.0,674.0,8,61095297,37469335,23625962,"191,791 km2 (74,051 sq mi)",319/km2 (830/sq mi),973,Dense2
01-04-2020,Kerala,7965,7256.0,266.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
02-04-2020,Kerala,8456,7622.0,287.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
03-04-2020,Kerala,9139,8126.0,296.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
04-02-2020,Kerala,9744,8586.0,307.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
05-04-2020,Kerala,10221,9300.0,315.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
06-04-2020,Kerala,10716,9607.0,328.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
07-04-2020,Kerala,11232,10250.0,337.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
08-04-2020,Kerala,11986,10906.0,355.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
09-04-2020,Kerala,12710,11469.0,259.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
09-04-2020,Kerala,12710,11469.0,358.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
10-04-2020,Kerala,13339,12335.0,365.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
11-04-2020,Kerala,14163,12818.0,374.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
12-04-2020,Kerala,14989,13802.0,376.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
13-04-2020,Kerala,15683,14829.0,379.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
14-04-2020,Kerala,16235,15488.0,387.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
15-04-2020,Kerala,16475,16002.0,388.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
16-04-2020,Kerala,17400,16459.0,395.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
17-04-2020,Kerala,18029,17279.0,396.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
18-04-2020,Kerala,18774,17763.0,400.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
19-04-2020,Kerala,19351,18547.0,402.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
20-04-2020,Kerala,19756,19074.0,409.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
21-04-2020,Kerala,20252,19442.0,427.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
22-04-2020,Kerala,20821,19998.0,438.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
23-04-2020,Kerala,21334,20326.0,448.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
24-04-2020,Kerala,21940,20830.0,451.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
25-04-2020,Kerala,22360,21475.0,458.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
26-04-2020,Kerala,22954,21997.0,469.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
27-04-2020,Kerala,23271,22537.0,482.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
28-04-2020,Kerala,23980,23277.0,486.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
29-04-2020,Kerala,24952,23880.0,496.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
30-04-2020,Kerala,25973,25135.0,498.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
01-05-2020,Kerala,27150,26225.0,498.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
02-05-2020,Kerala,31183,30358.0,500.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
03-05-2020,Kerala,32217,31611.0,500.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
04-05-2020,Kerala,33010,32315.0,500.0,13,33406061,17471135,15934926,"38,863 km2 (15,005 sq mi)","859/km2 (2,220/sq mi)",1084,Dense3
13-04-2020,Ladakh,618,,18.0,35,274000,43840,230160,"96,701 km2 (37,336 sq mi)",2.8/km2 (7.3/sq mi),853,Dense1
14-04-2020,Ladakh,760,615.0,18.0,35,274000,43840,230160,"96,701 km2 (37,336 sq mi)",2.8/km2 (7.3/sq mi),853,Dense1
15-04-2020,Ladakh,820,657.0,19.0,35,274000,43840,230160,"96,701 km2 (37,336 sq mi)",2.8/km2 (7.3/sq mi),853,Dense1
16-04-2020,Ladakh,917,695.0,19.0,35,274000,43840,230160,"96,701 km2 (37,336 sq mi)",2.8/km2 (7.3/sq mi),853,Dense1
19-04-2020,Ladakh,991,797.0,19.0,35,274000,43840,230160,"96,701 km2 (37,336 sq mi)",2.8/km2 (7.3/sq mi),853,Dense1
21-04-2020,Ladakh,1137,896.0,19.0,35,274000,43840,230160,"96,701 km2 (37,336 sq mi)",2.8/km2 (7.3/sq mi),853,Dense1
29-04-2020,Ladakh,1949,1299.0,23.0,35,274000,43840,230160,"96,701 km2 (37,336 sq mi)",2.8/km2 (7.3/sq mi),853,Dense1
30-04-2020,Ladakh,2245,1384.0,23.0,35,274000,43840,230160,"96,701 km2 (37,336 sq mi)",2.8/km2 (7.3/sq mi),853,Dense1
01-05-2020,Ladakh,2430,1545.0,23.0,35,274000,43840,230160,"96,701 km2 (37,336 sq mi)",2.8/km2 (7.3/sq mi),853,Dense1
02-05-2020,Ladakh,2434,1618.0,24.0,35,274000,43840,230160,"96,701 km2 (37,336 sq mi)",2.8/km2 (7.3/sq mi),853,Dense1
03-05-2020,Ladakh,2434,1674.0,42.0,35,274000,43840,230160,"96,701 km2 (37,336 sq mi)",2.8/km2 (7.3/sq mi),853,Dense1
04-05-2020,Ladakh,2639,1879.0,42.0,35,274000,43840,230160,"96,701 km2 (37,336 sq mi)",2.8/km2 (7.3/sq mi),853,Dense1
05-04-2020,Madhya Pradesh,2812,1954.0,194.0,5,72626809,52557404,20069405,"308,245 km2 (119,014 sq mi)",236/km2 (610/sq mi),931,Dense1
07-04-2020,Madhya Pradesh,3770,3125.0,291.0,5,72626809,52557404,20069405,"308,245 km2 (119,014 sq mi)",236/km2 (610/sq mi),931,Dense1
08-04-2020,Madhya Pradesh,4056,3443.0,342.0,5,72626809,52557404,20069405,"308,245 km2 (119,014 sq mi)",236/km2 (610/sq mi),931,Dense1
09-04-2020,Madhya Pradesh,5135,3989.0,412.0,5,72626809,52557404,20069405,"308,245 km2 (119,014 sq mi)",236/km2 (610/sq mi),931,Dense1
10-04-2020,Madhya Pradesh,7049,4840.0,452.0,5,72626809,52557404,20069405,"308,245 km2 (119,014 sq mi)",236/km2 (610/sq mi),931,Dense1
11-04-2020,Madhya Pradesh,8516,5790.0,530.0,5,72626809,52557404,20069405,"308,245 km2 (119,014 sq mi)",236/km2 (610/sq mi),931,Dense1
12-04-2020,Madhya Pradesh,10481,6875.0,563.0,5,72626809,52557404,20069405,"308,245 km2 (119,014 sq mi)",236/km2 (610/sq mi),931,Dense1
13-04-2020,Madhya Pradesh,10481,6875.0,615.0,5,72626809,52557404,20069405,"308,245 km2 (119,014 sq mi)",236/km2 (610/sq mi),931,Dense1
14-04-2020,Madhya Pradesh,8105,7103.0,742.0,5,72626809,52557404,20069405,"308,245 km2 (119,014 sq mi)",236/km2 (610/sq mi),931,Dense1
15-04-2020,Madhya Pradesh,9596,8658.0,939.0,5,72626809,52557404,20069405,"308,245 km2 (119,014 sq mi)",236/km2 (610/sq mi),931,Dense1
16-04-2020,Madhya Pradesh,13492,12326.0,1165.0,5,72626809,52557404,20069405,"308,245 km2 (119,014 sq mi)",236/km2 (610/sq mi),931,Dense1
17-04-2020,Madhya Pradesh,15302,13992.0,1311.0,5,72626809,52557404,20069405,"308,245 km2 (119,014 sq mi)",236/km2 (610/sq mi),931,Dense1
18-04-2020,Madhya Pradesh,14978,13576.0,1403.0,5,72626809,52557404,20069405,"308,245 km2 (119,014 sq mi)",236/km2 (610/sq mi),931,Dense1
19-04-2020,Madhya Pradesh,17835,16428.0,1408.0,5,72626809,52557404,20069405,"308,245 km2 (119,014 sq mi)",236/km2 (610/sq mi),931,Dense1
20-04-2020,Madhya Pradesh,19142,17657.0,1486.0,5,72626809,52557404,20069405,"308,245 km2 (119,014 sq mi)",236/km2 (610/sq mi),931,Dense1
21-04-2020,Madhya Pradesh,20905,19353.0,1553.0,5,72626809,52557404,20069405,"308,245 km2 (119,014 sq mi)",236/km2 (610/sq mi),931,Dense1
22-04-2020,Madhya Pradesh,22664,21077.0,1588.0,5,72626809,52557404,20069405,"308,245 km2 (119,014 sq mi)",236/km2 (610/sq mi),931,Dense1
23-04-2020,Madhya Pradesh,24548,22861.0,1688.0,5,72626809,52557404,20069405,"308,245 km2 (119,014 sq mi)",236/km2 (610/sq mi),931,Dense1
24-04-2020,Madhya Pradesh,26233,24387.0,1847.0,5,72626809,52557404,20069405,"308,245 km2 (119,014 sq mi)",236/km2 (610/sq mi),931,Dense1
25-04-2020,Madhya Pradesh,27866,25921.0,1946.0,5,72626809,52557404,20069405,"308,245 km2 (119,014 sq mi)",236/km2 (610/sq mi),931,Dense1
26-04-2020,Madhya Pradesh,25232,21716.0,2091.0,5,72626809,52557404,20069405,"308,245 km2 (119,014 sq mi)",236/km2 (610/sq mi),931,Dense1
27-04-2020,Madhya Pradesh,27009,23500.0,2166.0,5,72626809,52557404,20069405,"308,245 km2 (119,014 sq mi)",236/km2 (610/sq mi),931,Dense1
28-04-2020,Madhya Pradesh,31060,26159.0,2388.0,5,72626809,52557404,20069405,"308,245 km2 (119,014 sq mi)",236/km2 (610/sq mi),931,Dense1
29-04-2020,Madhya Pradesh,33837,29261.0,2561.0,5,72626809,52557404,20069405,"308,245 km2 (119,014 sq mi)",236/km2 (610/sq mi),931,Dense1
30-04-2020,Madhya Pradesh,41712,29816.0,2626.0,5,72626809,52557404,20069405,"308,245 km2 (119,014 sq mi)",236/km2 (610/sq mi),931,Dense1
01-05-2020,Madhya Pradesh,44116,39353.0,2716.0,5,72626809,52557404,20069405,"308,245 km2 (119,014 sq mi)",236/km2 (610/sq mi),931,Dense1
02-05-2020,Madhya Pradesh,46578,41460.0,2789.0,5,72626809,52557404,20069405,"308,245 km2 (119,014 sq mi)",236/km2 (610/sq mi),931,Dense1
03-05-2020,Madhya Pradesh,49186,43937.0,2838.0,5,72626809,52557404,20069405,"308,245 km2 (119,014 sq mi)",236/km2 (610/sq mi),931,Dense1
04-05-2020,Madhya Pradesh,52095,46634.0,2943.0,5,72626809,52557404,20069405,"308,245 km2 (119,014 sq mi)",236/km2 (610/sq mi),931,Dense1
05-04-2020,Maharashtra,16008,14837.0,4677.0,2,112374333,61556074,50818259,"307,713 km2 (118,809 sq mi)",365/km2 (950/sq mi),929,Dense2
06-04-2020,Maharashtra,17563,15808.0,869.0,2,112374333,61556074,50818259,"307,713 km2 (118,809 sq mi)",365/km2 (950/sq mi),929,Dense2
07-04-2020,Maharashtra,20877,19290.0,1019.0,2,112374333,61556074,50818259,"307,713 km2 (118,809 sq mi)",365/km2 (950/sq mi),929,Dense2
09-04-2020,Maharashtra,20877,19290.0,869.0,2,112374333,61556074,50818259,"307,713 km2 (118,809 sq mi)",365/km2 (950/sq mi),929,Dense2
10-04-2020,Maharashtra,30000,28865.0,1136.0,2,112374333,61556074,50818259,"307,713 km2 (118,809 sq mi)",365/km2 (950/sq mi),929,Dense2
11-04-2020,Maharashtra,31841,30477.0,1762.0,2,112374333,61556074,50818259,"307,713 km2 (118,809 sq mi)",365/km2 (950/sq mi),929,Dense2
12-04-2020,Maharashtra,35668,34094.0,1762.0,2,112374333,61556074,50818259,"307,713 km2 (118,809 sq mi)",365/km2 (950/sq mi),929,Dense2
13-04-2020,Maharashtra,39725,37964.0,1997.0,2,112374333,61556074,50818259,"307,713 km2 (118,809 sq mi)",365/km2 (950/sq mi),929,Dense2
14-04-2020,Maharashtra,41071,39089.0,2341.0,2,112374333,61556074,50818259,"307,713 km2 (118,809 sq mi)",365/km2 (950/sq mi),929,Dense2
15-04-2020,Maharashtra,45142,42808.0,2691.0,2,112374333,61556074,50818259,"307,713 km2 (118,809 sq mi)",365/km2 (950/sq mi),929,Dense2
16-04-2020,Maharashtra,50882,48198.0,2917.0,2,112374333,61556074,50818259,"307,713 km2 (118,809 sq mi)",365/km2 (950/sq mi),929,Dense2
17-04-2020,Maharashtra,55678,52762.0,3205.0,2,112374333,61556074,50818259,"307,713 km2 (118,809 sq mi)",365/km2 (950/sq mi),929,Dense2
18-04-2020,Maharashtra,60166,56964.0,3324.0,2,112374333,61556074,50818259,"307,713 km2 (118,809 sq mi)",365/km2 (950/sq mi),929,Dense2
19-04-2020,Maharashtra,66796,63476.0,3652.0,2,112374333,61556074,50818259,"307,713 km2 (118,809 sq mi)",365/km2 (950/sq mi),929,Dense2
20-04-2020,Maharashtra,71321,67673.0,4205.0,2,112374333,61556074,50818259,"307,713 km2 (118,809 sq mi)",365/km2 (950/sq mi),929,Dense2
21-04-2020,Maharashtra,75838,71638.0,4677.0,2,112374333,61556074,50818259,"307,713 km2 (118,809 sq mi)",365/km2 (950/sq mi),929,Dense2
22-04-2020,Maharashtra,82304,77638.0,5230.0,2,112374333,61556074,50818259,"307,713 km2 (118,809 sq mi)",365/km2 (950/sq mi),929,Dense2
23-04-2020,Maharashtra,89197,83979.0,5219.0,2,112374333,61556074,50818259,"307,713 km2 (118,809 sq mi)",365/km2 (950/sq mi),929,Dense2
24-04-2020,Maharashtra,95210,89561.0,6428.0,2,112374333,61556074,50818259,"307,713 km2 (118,809 sq mi)",365/km2 (950/sq mi),929,Dense2
25-04-2020,Maharashtra,100912,94485.0,6818.0,2,112374333,61556074,50818259,"307,713 km2 (118,809 sq mi)",365/km2 (950/sq mi),929,Dense2
26-04-2020,Maharashtra,107979,101162.0,7929.0,2,112374333,61556074,50818259,"307,713 km2 (118,809 sq mi)",365/km2 (950/sq mi),929,Dense2
27-04-2020,Maharashtra,115147,107519.0,8069.0,2,112374333,61556074,50818259,"307,713 km2 (118,809 sq mi)",365/km2 (950/sq mi),929,Dense2
28-04-2020,Maharashtra,120620,112552.0,8591.0,2,112374333,61556074,50818259,"307,713 km2 (118,809 sq mi)",365/km2 (950/sq mi),929,Dense2
29-04-2020,Maharashtra,128726,120136.0,9319.0,2,112374333,61556074,50818259,"307,713 km2 (118,809 sq mi)",365/km2 (950/sq mi),929,Dense2
30-04-2020,Maharashtra,135694,126376.0,9916.0,2,112374333,61556074,50818259,"307,713 km2 (118,809 sq mi)",365/km2 (950/sq mi),929,Dense2
01-05-2020,Maharashtra,144159,134244.0,10499.0,2,112374333,61556074,50818259,"307,713 km2 (118,809 sq mi)",365/km2 (950/sq mi),929,Dense2
02-05-2020,Maharashtra,151085,140587.0,11507.0,2,112374333,61556074,50818259,"307,713 km2 (118,809 sq mi)",365/km2 (950/sq mi),929,Dense2
03-05-2020,Maharashtra,159754,148248.0,12297.0,2,112374333,61556074,50818259,"307,713 km2 (118,809 sq mi)",365/km2 (950/sq mi),929,Dense2
04-05-2020,Maharashtra,168374,156078.0,12975.0,2,112374333,61556074,50818259,"307,713 km2 (118,809 sq mi)",365/km2 (950/sq mi),929,Dense2
05-05-2020,Maharashtra,175323,162349.0,14542.0,2,112374333,61556074,50818259,"307,713 km2 (118,809 sq mi)",365/km2 (950/sq mi),929,Dense2
16-02-2020,Meghalaya,552,299.0,8.0,22,2966889,2371439,595450,"22,429 km2 (8,660 sq mi)",132/km2 (340/sq mi),989,Dense1
17-04-2020,Meghalaya,617,541.0,10.0,22,2966889,2371439,595450,"22,429 km2 (8,660 sq mi)",132/km2 (340/sq mi),989,Dense1
18-04-2020,Meghalaya,738,667.0,12.0,22,2966889,2371439,595450,"22,429 km2 (8,660 sq mi)",132/km2 (340/sq mi),989,Dense1
19-04-2020,Meghalaya,766,678.0,12.0,22,2966889,2371439,595450,"22,429 km2 (8,660 sq mi)",132/km2 (340/sq mi),989,Dense1
20-04-2020,Meghalaya,838,714.0,12.0,22,2966889,2371439,595450,"22,429 km2 (8,660 sq mi)",132/km2 (340/sq mi),989,Dense1
21-04-2020,Meghalaya,933,821.0,13.0,22,2966889,2371439,595450,"22,429 km2 (8,660 sq mi)",132/km2 (340/sq mi),989,Dense1
22-04-2020,Meghalaya,1046,904.0,13.0,22,2966889,2371439,595450,"22,429 km2 (8,660 sq mi)",132/km2 (340/sq mi),989,Dense1
23-04-2020,Meghalaya,1109,1000.0,13.0,22,2966889,2371439,595450,"22,429 km2 (8,660 sq mi)",132/km2 (340/sq mi),989,Dense1
24-04-2020,Meghalaya,1130,1048.0,13.0,22,2966889,2371439,595450,"22,429 km2 (8,660 sq mi)",132/km2 (340/sq mi),989,Dense1
25-04-2020,Meghalaya,1169,1097.0,13.0,22,2966889,2371439,595450,"22,429 km2 (8,660 sq mi)",132/km2 (340/sq mi),989,Dense1
27-04-2020,Meghalaya,1254,1182.0,13.0,22,2966889,2371439,595450,"22,429 km2 (8,660 sq mi)",132/km2 (340/sq mi),989,Dense1
28-04-2020,Meghalaya,1382,1202.0,13.0,22,2966889,2371439,595450,"22,429 km2 (8,660 sq mi)",132/km2 (340/sq mi),989,Dense1
29-04-2020,Meghalaya,1397,1288.0,13.0,22,2966889,2371439,595450,"22,429 km2 (8,660 sq mi)",132/km2 (340/sq mi),989,Dense1
30-04-2020,Meghalaya,1595,1433.0,13.0,22,2966889,2371439,595450,"22,429 km2 (8,660 sq mi)",132/km2 (340/sq mi),989,Dense1
02-05-2020,Meghalaya,1707,1655.0,13.0,22,2966889,2371439,595450,"22,429 km2 (8,660 sq mi)",132/km2 (340/sq mi),989,Dense1
04-05-2020,Meghalaya,1884,1782.0,13.0,22,2966889,2371439,595450,"22,429 km2 (8,660 sq mi)",132/km2 (340/sq mi),989,Dense1
06-04-2020,Mizoram,58,0.0,2.0,27,1097206,525435,571771,"21,081 km2 (8,139 sq mi)",52/km2 (130/sq mi),976,Dense1
07-04-2020,Mizoram,58,0.0,2.0,27,1097206,525435,571771,"21,081 km2 (8,139 sq mi)",52/km2 (130/sq mi),976,Dense1
08-04-2020,Mizoram,74,,2.0,27,1097206,525435,571771,"21,081 km2 (8,139 sq mi)",52/km2 (130/sq mi),976,Dense1
09-04-2020,Mizoram,84,,2.0,27,1097206,525435,571771,"21,081 km2 (8,139 sq mi)",52/km2 (130/sq mi),976,Dense1
12-04-2020,Mizoram,87,,2.0,27,1097206,525435,571771,"21,081 km2 (8,139 sq mi)",52/km2 (130/sq mi),976,Dense1
13-04-2020,Mizoram,89,,2.0,27,1097206,525435,571771,"21,081 km2 (8,139 sq mi)",52/km2 (130/sq mi),976,Dense1
14-04-2020,Mizoram,91,,2.0,27,1097206,525435,571771,"21,081 km2 (8,139 sq mi)",52/km2 (130/sq mi),976,Dense1
15-04-2020,Mizoram,94,,2.0,27,1097206,525435,571771,"21,081 km2 (8,139 sq mi)",52/km2 (130/sq mi),976,Dense1
16-04-2020,Mizoram,94,,2.0,27,1097206,525435,571771,"21,081 km2 (8,139 sq mi)",52/km2 (130/sq mi),976,Dense1
18-04-2020,Mizoram,102,,2.0,27,1097206,525435,571771,"21,081 km2 (8,139 sq mi)",52/km2 (130/sq mi),976,Dense1
19-04-2020,Mizoram,116,,2.0,27,1097206,525435,571771,"21,081 km2 (8,139 sq mi)",52/km2 (130/sq mi),976,Dense1
20-04-2020,Mizoram,132,,2.0,27,1097206,525435,571771,"21,081 km2 (8,139 sq mi)",52/km2 (130/sq mi),976,Dense1
21-04-2020,Mizoram,135,,2.0,27,1097206,525435,571771,"21,081 km2 (8,139 sq mi)",52/km2 (130/sq mi),976,Dense1
22-04-2020,Mizoram,135,,2.0,27,1097206,525435,571771,"21,081 km2 (8,139 sq mi)",52/km2 (130/sq mi),976,Dense1
23-04-2020,Mizoram,137,,2.0,27,1097206,525435,571771,"21,081 km2 (8,139 sq mi)",52/km2 (130/sq mi),976,Dense1
26-04-2020,Mizoram,146,,2.0,27,1097206,525435,571771,"21,081 km2 (8,139 sq mi)",52/km2 (130/sq mi),976,Dense1
27-04-2020,Mizoram,146,,2.0,27,1097206,525435,571771,"21,081 km2 (8,139 sq mi)",52/km2 (130/sq mi),976,Dense1
28-04-2020,Mizoram,158,,2.0,27,1097206,525435,571771,"21,081 km2 (8,139 sq mi)",52/km2 (130/sq mi),976,Dense1
29-04-2020,Mizoram,179,,2.0,27,1097206,525435,571771,"21,081 km2 (8,139 sq mi)",52/km2 (130/sq mi),976,Dense1
30-04-2020,Mizoram,180,,2.0,27,1097206,525435,571771,"21,081 km2 (8,139 sq mi)",52/km2 (130/sq mi),976,Dense1
01-05-2020,Mizoram,180,,2.0,27,1097206,525435,571771,"21,081 km2 (8,139 sq mi)",52/km2 (130/sq mi),976,Dense1
